userName,date,duration,project,client,description
herb,2020-11-17,6,Feature: Project X,,taco
leslie,2020-11-17,1,Feature: Google Drive integration,,PR for DM: 2139 - errors-and-overwriting [YAKS]
leslie,2020-11-17,0.5,Support: Ongoing,cepps,On call: Add Honduras
leslie,2020-11-17,0.5,Support: Ongoing,lab,On call: Investigate data table calculation
leslie,2020-11-17,0.5,Tech wealth: Bug fixin,,PR for NG: 2143 - hotfix-contact-import
leslie,2020-11-17,1,Overhead,,Asana/Slack/email
leslie,2020-11-17,1,Support: Ongoing,cordaid,On call: Placeholder targets
leslie,2020-11-17,1,Support: Setup,inl,Meeting
leslie,2020-11-17,2,Support: Ongoing,cepps,On call: Broken custom query
leslie,2020-11-17,0.5,Support: Scaling training & help,,On call: Looking into duplicate contacts
leslie,2020-11-17,1.5,Thought Leadership,,Contributing to API blog
nathan,2020-11-17,6,Tech wealth: Bug fixin,,on call
nathan,2020-11-17,2,Security,,fedramp
shane,2020-11-17,8,Overhead,,"INL hosting invoice, annual bonus calcs/spreadsheets/emails, fedramp drawings lots, winrock annual review, expensify auto submit debugging/emails, etc"
brent,2020-11-18,1.5,Overhead,,Email/slack/hours/asana; update windows & VS
brent,2020-11-18,1.5,Feature: Google Drive integration,,PR 2140 (ensure refresh tokens in auth requestl; final merge and deploy)
brent,2020-11-18,0.5,Feature: Google Drive integration,,Review PR 2139 (final review of PR)
brent,2020-11-18,1,Tech wealth: Other,,Look into issues with DevResults.Storage.Tests assets
brent,2020-11-18,1.5,Feature: Google Drive integration,,Review PR 2144 (Google Drive root folder selection)
brent,2020-11-18,2,Tech wealth: TypeScript,,PR 2145 (Work on ApiKeyIndex jest tests)
diego,2020-11-18,6,Feature: Google Drive integration,,
diego,2020-11-18,2,Out,,
herb,2020-11-18,7,Feature: Project X,,taco
leslie,2020-11-18,0.5,Support: Ongoing,ifdc,On call: Add India
leslie,2020-11-18,2,Support: Ongoing,cepps,On call: Custom query convo & workarounds
leslie,2020-11-18,1,Support: Ongoing,cordaid,On call: Placeholder targets
leslie,2020-11-18,1,Overhead,,Asana/Slack/email
leslie,2020-11-18,0.5,Support: Ongoing,cordaid,On call: IATI/search questions
leslie,2020-11-18,1,Thought Leadership,,Contributing to API blog
leslie,2020-11-18,2.5,Support: Setup,inl,Meeting (w/ prep + post-mortem)
leslie,2020-11-18,0.5,Support: Ongoing,cepps,On call: Formula calculations
nathan,2020-11-18,8,Tech wealth: Bug fixin,,on call
shane,2020-11-18,8,Overhead,,"Fedramp kickoff meeting/email followups/debreif, INL hosting invoice, winrock invoices + phone call, IFES modification, GIZ meeting + emails, bonus program emails/documentation lots, shutdown teampay, etc"
brent,2020-11-19,1,Overhead,,Email/slack/hours/asana; update windows & VS
brent,2020-11-19,1,Tech wealth: TypeScript,,PR 2145 (Work on ApiKeyIndex jest tests)
brent,2020-11-19,0.5,Feature: Google Drive integration,,Review PR 2144 (Google Drive root folder selection)
brent,2020-11-19,2.5,Feature: Google Drive integration,,Meet w Diego to plan out next steps for project
brent,2020-11-19,2,Feature: Google Drive integration,,PR 2147 (Work on auth error redirect)
brent,2020-11-19,0.5,Feature: Google Drive integration,,Create separate Google credentials for training & pentest environments
brent,2020-11-19,0.5,Feature: Google Drive integration,,Look into Google app registration and verification process
diego,2020-11-19,8,Feature: Google Drive integration,,
herb,2020-11-19,4.8,Feature: Project X,,taco
leslie,2020-11-19,0.5,Support: Ongoing,cordaid,On call: Placeholder targets
leslie,2020-11-19,0.5,Support: Ongoing,gec,On call: password help
leslie,2020-11-19,2.5,Support: Ongoing,uganda,On call: MultiMatrix disag questions
leslie,2020-11-19,1,Overhead,,Asana/Slack/email
leslie,2020-11-19,1,Overhead,,Ninja meeting
leslie,2020-11-19,0.5,Security,,Input on ditching local DBs
leslie,2020-11-19,1,Feature: Google Drive integration,,Input on details about how it will work
leslie,2020-11-19,2,Feature: Too small to name,,PR for RP: 2146 - add-instructions-for-expired-password-reset-link
nathan,2020-11-19,8,Tech wealth: Bug fixin,,on call
shane,2020-11-19,8,Overhead,,"Annual bonus program, ping all overdue invoices/work through lots of random issues - mailed invoices and more, send out all 2020 expected invoices, GIZ early payment help, IPP/state invoice issues lots, meeting with FITs + fedramp next steps and work lots, pen testing quote and next steps, mini billing run, etc"
brent,2020-11-20,3,Overhead,,Email/slack/hours/asana; Reid champion check-in; weekly meeting;
brent,2020-11-20,0.5,Feature: Google Drive integration,,Review PR 2149 (shorter storage.tests asset filenames)
brent,2020-11-20,1,Tech wealth: Other,,Review PR 2148 (indicator calculation observability)
brent,2020-11-20,3,Feature: Google Drive integration,,PR 2153 (start handling GoogleDrive errors)
brent,2020-11-20,0.5,Tech wealth: Other,,Add basic test framework stats to devresults-cli
diego,2020-11-20,1,Overhead,,
diego,2020-11-20,6,Feature: Google Drive integration,,
herb,2020-11-20,1.8,Feature: Project X,,taco
herb,2020-11-20,4.5,Overhead,,
jeff,2020-11-20,0,Overhead,,making timesheet happy
leslie,2020-11-20,0.5,Feature: Google Drive integration,,Input on details about how it will work
leslie,2020-11-20,0.5,Support: Scaling training & help,,Work on replace admindivisions script
leslie,2020-11-20,1,Overhead,,Asana/Slack/email
leslie,2020-11-20,1,Overhead,,Weekly meeting
leslie,2020-11-20,6.5,Support: Ongoing,cepps,On call: Custom query
nathan,2020-11-20,7,Tech wealth: Bug fixin,,on call
nathan,2020-11-20,1,Overhead,,weekly
shane,2020-11-20,8,Overhead,,"USAID uganda invoices, IFES subscription emails/invoice, unwind inl mexico invoices wiht jenn, GIZ rush emails and faxes, weekly meeting, unwind differences between CEPPS vs IFES modification - emails, signatures, help reconciling qbo, JSI training emails/invoice, etc"
brent,2020-11-23,0.5,Overhead,,Email/slack/hours/asana;
brent,2020-11-23,2.5,Feature: Google Drive integration,,PR 2153 (start handling GoogleDrive errors)
brent,2020-11-23,0.5,Tech wealth: Bug fixin,,Review PR 2151 (search trees collapsed by default)
brent,2020-11-23,5,Security,,PR 2155 (Azure Key Vault learning & SecretManager implementation)
diego,2020-11-23,8,Out,,
herb,2020-11-23,6,Feature: Project X,,taco
herb,2020-11-23,1,Overhead,,
herb,2020-11-23,2,Feature: Project X,,taco
leslie,2020-11-23,0.5,Support: Ongoing,gec,On call: Password reset investigation
leslie,2020-11-23,0.5,Support: Ongoing,cordaid,On call: Add geo
leslie,2020-11-23,0.5,Support: Ongoing,gpe,On call: Feature suggestion/workaround
leslie,2020-11-23,0.5,Support: Ongoing,cepps,On call: Custom query
leslie,2020-11-23,1,Overhead,,Asana/Slack/email
leslie,2020-11-23,0.5,Feature: Google Drive integration,,PR for DM: 2149 - shorter-assets
leslie,2020-11-23,0.5,Feature: Too Small to Name,,PR for RP: 2141 - pseudonymize-sector-tags
leslie,2020-11-23,1,Feature: Too Small to Name,,PR for RP: 2146 - add-instructions-for-expired-password-reset-link
leslie,2020-11-23,1,Tech wealth: Bug fixin,,PR for NG: 2148 - indicator-computation-o11y
leslie,2020-11-23,1,Tech wealth: Bug fixin,,PR for NG: 2150 - matrix-parallel-catmumbo
leslie,2020-11-23,1,Feature: Too Small to Name,,PR for NG: 2151 - collapse-geo-filters + comms
leslie,2020-11-23,0.5,Feature: IATI,,PR for RP: 2152 - hide-iati-only-items
leslie,2020-11-23,0.5,Feature: Google Drive integration,,PR for BK: 2153 - drive-error-handling
nathan,2020-11-23,4,Overhead,,hiring
nathan,2020-11-23,4,Tech wealth: Bug fixin,,on call
shane,2020-11-23,6,Overhead,,"Winrock meeting/emails about 2020 renewals, lots of INL invoicing emails/phone calls, weekly review, weekly cashflow, inl mexico next steps, end of year accounting forms for jsi, streetlaw google analtyics help, profit sharing work, dc healthlink login/payment issues, etc"
shane,2020-11-23,2,Out,,
brent,2020-11-24,1.5,Overhead,,Email/slack/hours/asana; local environment cleanup
brent,2020-11-24,4.5,Security,,PR 2155 (SecretManager implementation & write DevResults App Settings and Secrets wiki)
brent,2020-11-24,1,Feature: Google Drive integration,,PR 2153 (start handling GoogleDrive errors)
brent,2020-11-24,1,Tech wealth: TypeScript,,PR 2145 (Work on ApiKeyIndex jest tests)
diego,2020-11-24,9,Feature: Google Drive integration,,
herb,2020-11-24,3.8,Feature: Project X,,taco
leslie,2020-11-24,0.5,Support: Ongoing,inlmexico,On call: Password reset help
leslie,2020-11-24,1,Support: Ongoing,cordaid,On call: Merged duplicate orgs
leslie,2020-11-24,0.5,Support: Scaling training & help,,Gist for merging duplicate orgs
leslie,2020-11-24,1,Support: Ongoing,aba,On call: Added Burkina Faso & subnationals
leslie,2020-11-24,0.5,Support: Ongoing,aba,On call: Help with uploading indicator objectives
leslie,2020-11-24,3,Support: Ongoing,winrock,Investigating site usage for renewals
leslie,2020-11-24,1,Overhead,,Asana/Slack/email
leslie,2020-11-24,0.5,Feature: Too Small to Name,,PR for RP: 2141 - pseudonymize-sector-tags (re-review)
leslie,2020-11-24,0.4,Support: Ongoing,aba,On call: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,chemonics,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,gec,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,mwi,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,advancingnutrition,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,lab,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.1,Support: Ongoing,jor,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-11-24,0.5,Support: Scaling training & help,,Gist for duplicate objectives
leslie,2020-11-24,1,Feature: Google Drive integration,,"PR for BK: 2153 - drive-error-handling (re-review, submit edits)"
nathan,2020-11-24,4,Overhead,,hiring
nathan,2020-11-24,4,Tech wealth: Bug fixin,,on call
shane,2020-11-24,4,Overhead,,"Winrock renewal emails, fedramp architecture drawing updates/rewatch FITs advice, etc"
shane,2020-11-24,4,Out,,
brent,2020-11-25,8,Out,,
diego,2020-11-25,3,Feature: Google Drive integration,,
diego,2020-11-25,1,Business: Proposals,,
diego,2020-11-25,1,Overhead,,
diego,2020-11-25,2,Tech wealth: Other,,
herb,2020-11-25,7,Feature: Project X,,taco
herb,2020-11-25,2.5,Overhead,,
leslie,2020-11-25,1,Support: Ongoing,mwi,Custom query for indicators not linked to CDCS framework
leslie,2020-11-25,4,Support: Scaling training & help,,Working on scripts/docs for replacing a level of AdminDivisions
leslie,2020-11-25,1,Support: Setup,inl,Meeting w/ Lalo & Paula about transition
leslie,2020-11-25,1,Overhead,,Champions meeting with DM
leslie,2020-11-25,0.5,Support: Ongoing,gpe,On call: Questions about linked tables & activity columns
nathan,2020-11-25,8,Tech wealth: TypeScript,,
shane,2020-11-25,8,Out,,Thanksgiving
brent,2020-11-26,8,Out,,
diego,2020-11-26,8,Feature: Google Drive integration,,
herb,2020-11-26,8,Out,,
leslie,2020-11-26,8,Out,,Thanksgiving
nathan,2020-11-26,8,Out,,holiday
shane,2020-11-26,8,Out,,Thanksgiving
brent,2020-11-27,8,Out,,
diego,2020-11-27,8,Feature: Google Drive integration,,
herb,2020-11-27,3,Feature: Project X,,taco
herb,2020-11-27,0.8,Feature: Project X,,taco
herb,2020-11-27,1,Overhead,,
jeff,2020-11-27,0,Overhead,,making timesheet happy
leslie,2020-11-27,2,Overhead,,Sorting out shipping for computer repair
leslie,2020-11-27,6,Out,,Thanksgiving
nathan,2020-11-27,8,Out,,holiday
shane,2020-11-27,8,Overhead,,"Contact consultants fedramp, conversations on the phone, fix work chair, jsi training invoice, new relic emails/update new relic github issue, email back questions schellman, Tammy Medico check in/updates, etc"
shane,2020-11-27,8,Out,,Thanksgiving
herb,2020-11-28,1.8,Feature: Project X,,taco
herb,2020-11-29,3,Feature: Project X,,taco
brent,2020-11-30,1.5,Overhead,,Email/slack/asana/hours; catch up after long weekend
brent,2020-11-30,0.5,Tech wealth: Bug fixin,,Review PR 2156 (ValidateModel attribute null check)
brent,2020-11-30,1.5,Feature: Google Drive integration,,Review PR 2159 (switch to using Team Drives)
brent,2020-11-30,2,Feature: Google Drive integration,,"PR 2155 (add SqlSecretManager; add caching in KeyVaultSecretManager, etc)"
brent,2020-11-30,0.5,Tech wealth: TypeScript,,Review PR 2161 (migrate Crumbs directive to TS)
brent,2020-11-30,1.5,Feature: Google Drive integration,,Review PR 2160 (activity/indicator storage config for GDrive)
diego,2020-11-30,9,Feature: Google Drive integration,,
herb,2020-11-30,2,Feature: Project X,,taco
herb,2020-11-30,1,Overhead,,
herb,2020-11-30,2,Feature: Project X,,taco
leslie,2020-11-30,8,Out,,Computer gone for repair
nathan,2020-11-30,2,Tech wealth: Bug fixin,,on call
nathan,2020-11-30,5,Tech wealth: TypeScript,,
nathan,2020-11-30,1,Overhead,,herb 1:1
shane,2020-11-30,8,Overhead,,"Weekly review, dig out emails/slack/etc, weekly cashflow, fix mailchimp address and credit card, wind down TeamPay account, fedramp emails, international wire prep and trip to td bank, inl invoicing phone calls and emails, Fedramp drawing updates, etc"
brent,2020-12-01,1,Overhead,,Email/slack/asana/hours;
brent,2020-12-01,0.5,Feature: Google Drive integration,,Review PR 2160 (activity/indicator storage config for GDrive)
brent,2020-12-01,2.5,Security,,Pair w Ritika on configuring Key Vaults for Azure environments; update wiki page
brent,2020-12-01,1,Feature: Google Drive integration,,Review PR 2162 (error message for invalid storage paths)
brent,2020-12-01,1,Feature: Google Drive integration,,Pair w Diego on async errors in DriveService DI registration
brent,2020-12-01,1,Feature: Google Drive integration,,Review PR 2166 (SecretDataStore for google auth)
brent,2020-12-01,1,Out,,Child care
diego,2020-12-01,4,Business: Proposals,,
diego,2020-12-01,7,Feature: Google Drive integration,,
diego,2020-12-01,1,Tech wealth: TypeScript,,
herb,2020-12-01,8.5,Feature: Project X,,taco
leslie,2020-12-01,7,Out,,Computer gone for repair
leslie,2020-12-01,1,Support: Setup,inl,INL check-in
nathan,2020-12-01,8,Tech wealth: Bug fixin,,on call
shane,2020-12-01,8,Overhead,,"Paper check updates, receive payment for restless development invoice, call/emails to dchealthlink - help with making payment/getting access, INL mexico invoices x 2/explanation of double up, review ndi contract, fedramp diagram updates/questions for FITs, etc"
brent,2020-12-02,2,Overhead,,Email/slack/asana/hours; async/await learning
brent,2020-12-02,1,Feature: Google Drive integration,,Review PR 2166 (SecretDataStore for google auth)
brent,2020-12-02,1,Overhead,,Sprint 2020-16 retrospective meeting
brent,2020-12-02,3,Feature: Google Drive integration,,PR 2169 (more DocumentLibrary error handling)
brent,2020-12-02,0.5,Feature: Google Drive integration,,Verify config of Azure App Services (Google.Client.Id)
brent,2020-12-02,0.5,Tech wealth: TypeScript,,Work on migrating InstanceConfigGenerator directive
diego,2020-12-02,4,Overhead,,"Bank, champions"
diego,2020-12-02,4,Feature: Google Drive integration,,
herb,2020-12-02,4.3,Feature: Project X,,taco
leslie,2020-12-02,3.5,Out,,Computer gone for repair
leslie,2020-12-02,1,Feature: Google Drive integration,,Retrospective meeting
leslie,2020-12-02,3.5,Feature: Too small to name,,Pairing with DM: Disag import
nathan,2020-12-02,1,Overhead,,champions
nathan,2020-12-02,4,Tech wealth: Bug fixin,,on call
nathan,2020-12-02,3,Tech wealth: TypeScript,,decaffeination
shane,2020-12-02,8,Overhead,,TODO
brent,2020-12-03,1.5,Overhead,,Email/slack/asana/hours;
brent,2020-12-03,2,Tech wealth: TypeScript,,Work on migrating InstanceConfigGenerator directive
brent,2020-12-03,1,Overhead,,Champion check-in with Nathan
brent,2020-12-03,2,Feature: Too small to name,,Review PR 2171 (FailedIndicatorComputation directive)
brent,2020-12-03,1,Feature: Google Drive integration,,PR 2169 (more DocumentLibrary error handling)
brent,2020-12-03,0.5,Feature: Google Drive integration,,Review PR 2166 (SecretDataStore for google auth)
diego,2020-12-03,5,Feature: Google Drive integration,,
diego,2020-12-03,3,Tech wealth: TypeScript,,
herb,2020-12-03,5,Feature: Project X,,taco
leslie,2020-12-03,1,Overhead,,Asana/Slack/email
leslie,2020-12-03,1.5,Overhead,,Ninja weekly + hiring chat
leslie,2020-12-03,3,Support: Scaling training & help,,"Updated KBs: count unique, upload activity edits, update ADs"
leslie,2020-12-03,2.5,Out,,
nathan,2020-12-03,7,Tech wealth: Bug fixin,,on call
nathan,2020-12-03,1,Overhead,,champions
shane,2020-12-03,8,Overhead,,"Clarify understanding of 401k + bonus program, final bonus program edits/make announcement lots, microsoft azure rep monthly meeting, weekly meeting bonus program documentation, retire old annual profit sharing tracking sheet/send instructions to jenn, syriaart nvoice, chemonics invoice, find new chemonics billing contacts, cordaid invoice, etc"
brent,2020-12-04,2.5,Overhead,,Email/slack/asana/hours; weekly meeting & prep
brent,2020-12-04,1,Feature: Google Drive integration,,Review PR 2166 (SecretDataStore for google auth)
brent,2020-12-04,1,Security,,FedRAMP meeting; review boundary diagram
brent,2020-12-04,1.5,Feature: Google Drive integration,,Review PR 2174 (Dropbox auth flow refactor)
brent,2020-12-04,0.5,Feature: Too small to name,,Update TS templates in devresults-cli
brent,2020-12-04,1,Tech wealth: TypeScript,,Review PR 2176 (small directives TS migration)
brent,2020-12-04,0.5,Out,,
diego,2020-12-04,3,Overhead,,
diego,2020-12-04,4,Feature: Google Drive integration,,
herb,2020-12-04,5.5,Feature: Project X,,taco
herb,2020-12-04,1,Overhead,,
jeff,2020-12-04,0,Overhead,,making timesheet happy
leslie,2020-12-04,1,Overhead,,Pairing with SK on bonus stuff
leslie,2020-12-04,1,Overhead,,Weekly meeting
leslie,2020-12-04,1,Overhead,,Fedramp action item meeting
leslie,2020-12-04,1,Overhead,,Asana/Slack/email
leslie,2020-12-04,5,Feature: Too small to name,,Disag import
nathan,2020-12-04,1.5,Overhead,,weekly
nathan,2020-12-04,1,Security,,fedramp
nathan,2020-12-04,6,Tech wealth: TypeScript,,decaffeination
shane,2020-12-04,8,Overhead,,"Weekly meeting, fedramp architecture diagram convos, chemonics invoicing part 2, IPP phone call + emails, leslie + shane pairing, final bonus documentation, Fedramp taskin meeting, Tammy Medico monthly check in, next steps 401k + bonus contributions, email fits - ideas for debugging customer information, etc"
herb,2020-12-05,2.8,Feature: Project X,,taco
herb,2020-12-06,1.8,Feature: Project X,,taco
brent,2020-12-07,1,Overhead,,Email/slack/hours/etc;
brent,2020-12-07,0.5,Tech wealth: Bug fixin,,Review PR 2177 (Restore Lazy loading in WebRequestContext.cs)
brent,2020-12-07,4,Security,,Review and clean up Azure resources
diego,2020-12-07,8,Out,,
herb,2020-12-07,3.5,Feature: Project X,,taco
herb,2020-12-07,1,Overhead,,
leslie,2020-12-07,6,Feature: Too small to name,,Disag import
leslie,2020-12-07,1,Overhead,,Asana/Slack/email
nathan,2020-12-07,6,Tech wealth: Bug fixin,,on call
nathan,2020-12-07,2,Overhead,,hiring
shane,2020-12-07,8,Overhead,,"IPP/State invoice work, emails + celebration, monthly review, weekly review, weekly cashflow, 401k + annual bonus program work, gec renewal contract work + sign & return, ABA enterprise contract/calculate prorated credit from already paid invoices/emails, winrock annual renewal work/research new nigeria instance and respond, etc"
brent,2020-12-08,8,Out,,
diego,2020-12-08,8,Out,,
herb,2020-12-08,5,Feature: Project X,,taco
leslie,2020-12-08,0.2,Support: Ongoing,chemonics,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-08,0.2,Support: Ongoing,gec,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-08,0.2,Support: Ongoing,mwi,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-08,0.2,Support: Ongoing,lab,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-08,0.2,Support: Ongoing,jor,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-08,1,Overhead,,Asana/Slack/email
leslie,2020-12-08,6,Feature: Too small to name,,Disag import
leslie,2020-12-08,1,Support: Scaling training & help,,Comms for disag import
leslie,2020-12-08,1,Support: Scaling training & help,,Overhaul of disaggregations help page
nathan,2020-12-08,6,Overhead,,hiring
nathan,2020-12-08,1,Overhead,,donut
nathan,2020-12-08,1.5,Out,,long errand
shane,2020-12-08,8,Overhead,,"ABA contract emails, DT global contract review/send out invoice for hosting, winrock renewal phone call/emails/lots, finish fedramp diagram boundry v2, ping all overdue customers, chemonics new contract work/emails, get customer data off developer machines/update asana task, invoicing clean up and tweaks with jenn, 401k + annual bonus work/emails lots, etc"
brent,2020-12-09,8,Out,,
diego,2020-12-09,5,Out,,
diego,2020-12-09,1,Tech wealth: Other,,
diego,2020-12-09,2,Tech wealth: TypeScript,,
herb,2020-12-09,4.5,Out,,sick
herb,2020-12-09,2,Feature: Project X,,taco
leslie,2020-12-09,1,Overhead,,Asana/Slack/email
leslie,2020-12-09,0.5,Support: Ongoing,chemonics,Proactive: Duplicate objectives preventing indicator-objective upload
leslie,2020-12-09,0.5,Support: Ongoing,chemonics,Archiving sites
leslie,2020-12-09,3,Support: Scaling training & help,,Overhaul of disaggregations help page
leslie,2020-12-09,3,Support: Scaling training & help,,Overhaul of tags & sectors help page
nathan,2020-12-09,6,Tech wealth: Bug fixin,,on call
nathan,2020-12-09,2,Overhead,,hiring
shane,2020-12-09,8,Overhead,,"Update visual studio and get latest version of project working on my machine, get latest invoices out/update financial spreadsheet, chemonics renewal/meetings/emails, lots of work on fedramp data flow diagram, pwc renewal signatures/emails, etc"
brent,2020-12-10,8,Out,,
diego,2020-12-10,9,Feature: Too small to name,,
diego,2020-12-10,2,Tech wealth: TypeScript,,
herb,2020-12-10,2.8,Feature: Project X,,taco
herb,2020-12-10,6,Out,,
leslie,2020-12-10,2,Support: Ongoing,jor,Meeting + prep/follow-up about using API
leslie,2020-12-10,0.5,Support: Ongoing,lab,On call help: Count unique investigation
leslie,2020-12-10,1,Overhead,,Asana/Slack/email
leslie,2020-12-10,1.5,Feature: Too small to name,,Tweaks to SysAdmin instances page
leslie,2020-12-10,1.5,Support: Setup,inl,Reviewing INL-specific feature suggestion doc
leslie,2020-12-10,1.5,Overhead,,Prep for + ninja meeting
nathan,2020-12-10,8,Tech wealth: TypeScript,,decaffeination
shane,2020-12-10,5,Overhead,,"Invoicing stuff/w9s/etc, ABA new enterprise contract answers, jenn accounting meetings/tasks, chemonics archived sites review, lots of data flow diagram work/email to FITs with questions/diagram, etc"
shane,2020-12-10,3,Out,,Nanny finals
brent,2020-12-11,8,Out,,
diego,2020-12-11,1,Overhead,,
diego,2020-12-11,2,Tech wealth: TypeScript,,
diego,2020-12-11,4,Feature: Too small to name,,
herb,2020-12-11,7,Out,,
herb,2020-12-11,1,Overhead,,
jeff,2020-12-11,0,Overhead,,making timesheet happy
leslie,2020-12-11,1,Overhead,,Weekly meeting
leslie,2020-12-11,1,Feature: Too small to name,,Disag import
leslie,2020-12-11,1,Overhead,,Asana/Slack/email
leslie,2020-12-11,2,Support: Ongoing,winrock,Scheduling checkins with 5 project sites
leslie,2020-12-11,3,Out,,
nathan,2020-12-11,6,Tech wealth: Bug fixin,,on call
nathan,2020-12-11,1.5,Overhead,,weekly
shane,2020-12-11,8,Overhead,,"Fedramp debug customer data remotely, bulletproof contract, fedramp documentation lots, annual bonus program work/emails/updating lots, weekly staff meeting, etc"
herb,2020-12-12,3,Feature: Project X,,taco-chat
herb,2020-12-13,2,Feature: Project X,,taco-chat
herb,2020-12-13,1.8,Feature: Project X,,taco-chat
leslie,2020-12-13,1,Support: Ongoing,winrock,Scheduling checkins with 5 project sites
brent,2020-12-14,3,Overhead,,Email/slack/asana/hours; catching up after being out; FreshDesk & on-call hand-off; help Leslie with public site files
brent,2020-12-14,1,Tech wealth: TypeScript,,Review PR 2178 (directive conversion)
brent,2020-12-14,0.5,Tech wealth: Bug fixin,,Review PR 2189 (SearchBox regex escape)
brent,2020-12-14,3.5,Tech wealth: Bug fixin,,FD 5692 (enforce unique Result codes)
diego,2020-12-14,9,Feature: Too small to name,,
herb,2020-12-14,4,Feature: Project X,,taco-chat
leslie,2020-12-14,1,Overhead,,Asana/Slack/email
leslie,2020-12-14,1,Overhead,,Job description review
leslie,2020-12-14,1.5,Tech wealth: Bug fixin,,Yak shaving and minor public site jobs page fix
leslie,2020-12-14,4.5,Out,,Christmas-ing
nathan,2020-12-14,4,Overhead,,hiring
nathan,2020-12-14,4,Tech wealth: TypeScript,,decaffeination
shane,2020-12-14,8,Overhead,,"401k + annual bonus meetings/emails lots, trip to bank, fedramp meeting/dtd diagram/emails lots, weekly review, weekly cash review, winrock renewal work/emails lots,"
brent,2020-12-15,1,Overhead,,Email/slack/asana/hours/FD;
brent,2020-12-15,0.5,Support: API,cepps,FD 5725 (Dad logging in to API)
brent,2020-12-15,0.5,Support: API,jor,FD 5727 (Deeb logging in to API using API Key)
brent,2020-12-15,2.5,Tech wealth: Bug fixin,,FD 5692 (enforce unique Result codes)
brent,2020-12-15,1,Overhead,,"Pair w Ritika: FedRAMP questions, talk plans for next steps on things"
brent,2020-12-15,0.5,Feature: Public Site,,Review PR 46 (send emails instead of DemoRequest API call)
brent,2020-12-15,1,Tech wealth: TypeScript,,Review PR 2191
brent,2020-12-15,1,Tech wealth: Other,,Work on bootstrapping blank database
diego,2020-12-15,5,Tech wealth: TypeScript,,
diego,2020-12-15,3,Feature: Too small to name,,
herb,2020-12-15,2.5,Feature: Project X,,taco-chat
herb,2020-12-15,1,Overhead,,
leslie,2020-12-15,3,Support: Ongoing,winrock,"Wallace prep, check-in, and follow up (email, cqs)"
leslie,2020-12-15,1,Support: Ongoing,jor,Integrations questions
leslie,2020-12-15,2.5,Support: Ongoing,chemonics,Custom queries and other questions
leslie,2020-12-15,1,Overhead,,Asana/Slack/email
leslie,2020-12-15,1,Support: Scaling training & help,,Gist for examining ownership of dashboards/savedreports
nathan,2020-12-15,8,Overhead,,hiring
shane,2020-12-15,8,Overhead,,"Invoicing - ping overdue customers, review upcoming renewals, mini billing run, send out invoices, parse mail, usaid proximity invoicing questions/issues, winrock next steps/phone calls/emails to ninjas, look into winrock nigeria instance next steps, annual bonus convos and work lots - esp 401k election form, wwb contract next steps, pcep project invoicing, herb + shane checkin, etc"
brent,2020-12-16,2,Overhead,,Email/slack/hours/asana/FD;
brent,2020-12-16,1,Tech wealth: Bug fixin,,FD 5692 (enforce unique Result codes)
brent,2020-12-16,1,Security,,Pair w Diego on pentesting SQL connection using managed identity
brent,2020-12-16,0.5,Tech wealth: Bug fixin,,FD 5377 (fix autoform wiring on Sys_Instance.aspx)
brent,2020-12-16,1.5,Tech wealth: Bug fixin,,FD 5728 (investigate MM dimension selection behavior)
brent,2020-12-16,1,Tech wealth: TypeScript,,Review PRs 2192 (Tree.ts); 2193 (utility methods)
brent,2020-12-16,1,Tech wealth: Other,,Work on bootstrapping blank database
diego,2020-12-16,1,Overhead,,
diego,2020-12-16,10,Feature: Too small to name,,
herb,2020-12-16,4.5,Feature: Project X,,local-first-web
herb,2020-12-16,2.3,Feature: Project X,,local-first-web
leslie,2020-12-16,3,Support: Ongoing,chemonics,"Some Emails, CQs, and dashboard/report transfers"
leslie,2020-12-16,1.5,Overhead,,Asana/Slack/email
leslie,2020-12-16,1,Overhead,,Financial things
leslie,2020-12-16,3,Support: Setup,wwb,"Intro email, charter, etc"
leslie,2020-12-16,3,Support: Ongoing,winrock,Prep for + meetings with PAD & Hamro Samman
nathan,2020-12-16,4,Overhead,,hiring
nathan,2020-12-16,4,Tech wealth: TypeScript,,decaffeination
shane,2020-12-16,8,Overhead,,"Fedramp meetings FITs and work lots, meetings/work/emails/answer questions/get out forms for 401k + bonus program payments, winrock work/internal emails/customer convos/etc, lab renewal contract, review proposal contract aasit, review wwb new contract/ask questions, etc"
